,x,y,z,activity
60,-0.17866894411908965,-0.12479876421850886,-0.4782464041782318,Walking
62,-0.705734986225847,1.4453217081462317,-1.9633579012386078,Walking
64,-0.5713847992889666,-2.5087512121323714,-1.2606708764701697,Walking
66,-1.9252211087311737,0.32321991960729524,-1.3453919910270804,Walking
68,-0.03398416535602831,-0.9345205818187798,-1.3204739924819462,Walking
70,0.9219689171268226,1.860458223060093,-0.16926350615183725,Walking
72,0.7049418058895224,-1.6743678432915712,-0.8819176132524437,Walking
74,-0.26651328194100293,-1.0496078410594982,2.0334856552745384,Walking
76,-0.38536150526222296,-0.3220911741427448,-0.25398462070874805,Walking
78,1.7384045546978972,1.1452726335373151,-0.12441114535993456,Walking
80,1.0821557353819333,-0.42895817784050316,-0.6327378546550027,Walking
82,0.2708873557857548,2.5674231949114565,5.267838924650114,Walking
84,-0.26651328194100293,0.18347092806182078,-0.2240830444081903,Walking
86,0.472412617221978,0.19580170368208538,-0.2390338362174031,Walking
88,-1.9562251118388836,2.2797048959228046,-1.415162299139043,Walking
90,-0.9796026180745038,-2.763587514220095,-1.2905724161813885,Walking
92,-1.3878203989218467,0.9726414730798979,-0.26893540885902695,Walking
94,0.3122258748432565,-0.43717873515717437,-0.7573277302947894,Walking
96,-0.6023886885820928,1.248028996448284,-0.2390338362174031,Walking
98,0.45691069154451236,-1.85110916169784,-0.8819176132524437,Walking
100,-1.532505177684908,-0.8194331415138348,1.8640433895713782,Walking
102,-1.3309799921250736,-1.2016876082252377,-0.6476886391463476,Walking
104,1.4490350351099692,1.375447212373494,-0.1842142760074466,Walking
106,1.185501919211104,-0.43717873515717437,-0.6476886391463476,Walking
108,-1.3568165096287201,1.4329909325259667,3.448826640786227,Walking
110,0.183043021757661,-0.23166558685204044,-1.0513598423662653,Walking
112,0.11070065134522757,0.6479308472304521,0.17958818076533087,Walking
114,-1.8063728854099539,1.5604091484511764,-1.3902443005939087,Walking
116,-1.139789322515031,-2.311458590966538,-0.9965403041099123,Walking
118,-2.3024350382235848,-1.596272880734276,-1.7939155989461077,Walking
120,-0.8349178393114424,-1.1318132029846137,-1.0962121885224325,Walking
122,0.8341245451605341,1.687827213489531,-0.3636237081982558,Walking
124,1.0563190661255084,-0.27687853138424845,-0.8270980749960908,Walking
126,-0.7212369119033128,1.7577015583754123,4.106661246219819,Walking
128,0.16754109608019513,1.0877286116111313,0.10981783606402945,Walking
130,0.41557217248701067,0.09304534077111645,-0.20913227455258096,Walking
132,-3.2893920099995624,2.530430868050663,0.8424062907756688,Walking
134,-1.6926919200636297,-1.5839420749366404,-0.6327378546550027,Walking
136,-0.12182849179648321,-0.30153978085106653,-1.7390959875110765,Walking
138,-0.705734986225847,-0.23166558685204044,-0.9516879213644063,Walking
140,-0.514544354553999,0.7876798387759266,-0.5629675282483708,Walking
142,-0.48870778393687986,-1.8593296888371402,-0.6177870701636577,Walking
144,0.05386018384734329,-1.1194823368322355,1.2311266729149024,Walking
146,-0.8039139120801218,-1.1564746636930296,-0.7274261539942316,Walking
148,0.6894398043356675,1.5727399240714415,-0.13936191887447777,Walking
150,1.6195563313766774,-0.7043458219183742,-1.1510317633681246,Walking
152,-0.3130191098105812,2.4523363581539335,4.8890854784856925,Walking
154,-0.6023886885820928,1.1781548024492585,0.04004752795206707,Walking
156,-0.16833431435471422,0.5451738807720604,-0.26893540885902695,Walking
158,-2.9586838575395484,2.2098307019237797,-0.15431271434262447,Walking
160,-1.7340304391211312,-1.9292041544325065,-0.4483448322683948,Walking
162,0.2553854301082889,-2.3237893967641736,-2.29725867194281,Walking
164,-0.4422019613786488,-0.03437287515409339,-0.4782464041782318,Walking
166,-0.19417088117801387,0.775349063155662,-1.6394240665092175,Walking
168,-0.38536150526222296,-2.081283861243503,-1.1211301870675667,Walking
170,-2.4936255940190435,-2.299127815346273,-0.9815895342543031,Walking
172,-0.8194159136339766,-1.1564746636930296,-0.9516879213644063,Walking
174,1.474871438799032,1.6302833424502026,-0.029722816749234358,Walking
176,1.361190776958264,-0.6344713261456371,-1.0114910739655216,Walking
178,-0.4267000205259052,2.822259626761876,5.158199701780052,Walking
180,-1.3309799921250736,0.7054742656092136,-0.25398462070874805,Walking
182,-0.10632655094373955,0.4752996867730343,-0.19916508245239503,Walking
184,-2.4626218564786955,2.4030129538991636,-0.06959158514997806,Walking
186,-1.3309799921250736,-2.393663832182169,-0.9666387643986937,Walking
188,-0.03398416535602831,-0.8194331415138348,-1.2905724161813885,Walking
190,-0.9951045437519697,0.0683837895305867,0.16962095207580585,Walking
192,-0.6333925892566774,0.9233183705988389,-1.1061794172119574,Walking
194,-0.6437272076395945,-2.221032822611607,-1.0663106488112137,Walking
196,-1.3309799921250736,-1.3291058241504474,-1.709194447799858,Walking
198,-0.5300462954067426,-1.7319115634440438,-1.1211301870675667,Walking
200,0.3432297641363827,0.5903871270779795,-0.6177870701636577,Walking
202,-2.5349641889529346,1.8727891495672129,0.15467018222019652,Walking
204,-0.9951045437519697,-2.2087020168139713,-0.2938533817916239,Walking
206,-0.4008634537026056,-1.596272880734276,-2.0032264866926557,Walking
208,-1.2431356580969797,-0.24399636247230505,-0.16926350615183725,Walking
210,-0.8762563583689441,1.1206107805230743,-1.7789647559118205,Walking
212,-0.4990424099074358,-2.4388767465370056,-1.1909005317688683,Walking
214,-1.8373767367648852,-0.8317639473114707,-1.9783086710942168,Walking
216,-0.5868867629046269,-1.3167750485301826,-1.6394240665092175,Walking
218,-0.28201522507003823,1.375447212373494,-0.08454235500558739,Walking
220,0.22438157875335718,-1.7812346659251028,-0.7025081920384364,Walking
222,-0.7935793202539407,0.750687210141421,2.830860876932056,Walking
224,0.022856302141855973,0.2780069750750872,-0.01477204689362502,Walking
226,0.9839766957130751,1.169934184777845,-0.3785745000074686,Walking
228,-2.565967926493282,1.585070699691706,0.3241124479233572,Walking
230,-1.1087854711600993,-0.14946031545903862,1.669683198501761,Walking
232,0.472412617221978,-0.35908380277725027,-1.17594972532392,Walking
234,-0.20967282961839645,0.40542519100029706,-0.4234268571404375,Walking
236,-0.41119807967316147,1.075397835990867,-1.1510317633681246,Walking
238,0.32772783845891684,-1.341436599770712,-1.0513598423662653,Walking
240,-0.19417088117801387,2.694841712610378,5.113347392213223,Walking
242,-0.6747310969327207,-0.046703650774357994,0.10981783606402945,Walking
244,-0.514544354553999,0.7876798387759266,-0.19916508245239503,Walking
246,-2.9276800061846164,1.8481274474398277,-0.4333940455816895,Walking
248,-1.3568165096287201,-2.0936146670411393,-0.6476886391463476,Walking
250,-2.8243337085408626,1.539857755159498,-1.6394240665092175,Walking
252,-0.45770390223139257,-0.798881868931641,-1.3752935673276383,Walking
254,0.9219689171268226,1.6302833424502026,-0.13936191887447777,Walking
256,1.1286615124143309,-0.11657814654709522,-0.7573277302947894,Walking
258,-0.6747310969327207,1.5974014753119707,3.2245650929520866,Walking
260,-0.2561786559704469,0.48763046239329944,-0.30880416628296886,Walking
262,-0.3285210529396165,0.06016317185917306,-0.4333940455816895,Walking
264,0.11070065134522757,0.6931434899889485,-1.7939155989461077,Walking
266,-0.9951045437519697,-1.9661965416480427,-1.036409072510656,Walking
268,-3.5115863792117583,1.169934184777845,-1.27562160973644,Walking
270,-0.008147571975992482,-0.5769276663479069,-1.1510317633681246,Walking
272,-0.3543576235567356,1.6754962869824106,-0.08454235500558739,Walking
274,1.0408171783862372,-1.3619878421755347,-0.9815895342543031,Walking
276,-1.0364430628094714,2.3372486160752777,4.595053549360912,Walking
278,-0.5713847992889666,0.010839767604402938,-0.06959158514997806,Walking
280,-1.0984508034575293,0.5451738807720604,-0.09949316145053583,Walking
282,-2.3592755588349412,1.585070699691706,-1.6842763760760453,Walking
284,-0.8194159136339766,-2.2292533497509073,-1.1360809569231762,Walking
286,-1.5893456982962644,2.3125870648347484,-1.17594972532392,Walking
288,-0.3285210529396165,-0.30976039852248016,-1.2457200700252211,Walking
290,0.2708873557857548,1.712488915616916,0.20948972047654954,Walking
292,1.0666537338280784,-1.2962236552385042,-0.8121472795279441,Walking
294,-0.22517477047114012,1.169934184777845,3.558465863656289,Walking
296,-1.4291588800411537,-1.1564746636930296,-0.2240830444081903,Walking
298,0.8082880276568875,1.0630670603706023,0.054998297807676406,Walking
300,-2.1267464081055913,1.342565043461551,-0.09949316145053583,Walking
302,-1.9562251118388836,-1.0043950775915174,0.9370946340221046,Walking
304,0.2708873557857548,1.6426141180704672,-1.4301131421733302,Walking
306,0.022856302141855973,0.4752996867730343,0.12476860591963879,Walking
308,-3.263555378681332,1.4576524837664964,-1.514834183551563,Walking
310,-1.0829489536564525,-2.3690022809416393,-0.9965403041099123,Walking
312,-0.8194159136339766,-1.2962236552385042,-0.19916508245239503,Walking
314,-0.4267000205259052,-0.5193840367275476,-0.20913227455258096,Walking
316,-0.3130191098105812,1.3055727166007567,-0.8569996512966486,Walking
318,-0.4267000205259052,-1.974417068787343,-0.8719504211522578,Walking
320,-2.3334388895785163,-1.801786059216781,-2.8155525147951215,Walking
322,0.05386018384734329,-0.798881868931641,-1.3453919910270804,Walking
324,0.28638931940141515,1.469983108499905,-0.4782464041782318,Walking
326,1.8262489266641857,-0.19467325999124663,-0.34867292736584476,Walking
328,-1.8942171435616584,2.045419857364063,4.33092315994735,Walking
330,-0.3285210529396165,-0.39196597168919367,0.2393912967771073,Walking
332,0.20887957719950223,0.10537611639138106,-0.7274261539942316,Walking
334,-3.568426899823115,1.9549942700733594,-0.34867292736584476,Walking
336,-0.6747310969327207,-2.471758855094206,-0.8121472795279441,Walking
338,0.5189184701307649,-0.8317639473114707,-1.3752935673276383,Walking
340,-0.2406767113238838,-0.42895817784050316,-0.9815895342543031,Walking
342,-0.47320584308413616,1.1206107805230743,-0.25398462070874805,Walking
344,-0.2975171674403097,-1.8141167744823037,-0.8420488814410392,Walking
346,-0.938264099017002,-2.023740201445773,-1.0114910739655216,Walking
348,-0.9796026180745038,-1.0043950775915174,-0.9118191895530016,Walking
350,-0.4267000205259052,1.6302833424502026,-0.25398462070874805,Walking
352,1.8830892575845695,-0.5317148425251835,-0.6476886391463476,Walking
354,-1.6926919200636297,2.1605075994427203,3.7428585699110073,Walking
356,-0.7315715416676882,0.8328924815344229,-0.34867292736584476,Walking
358,-0.3285210529396165,0.4177559666205622,-0.19916508245239503,Walking
360,-3.2480533771274764,1.7577015583754123,-0.5629675282483708,Walking
362,-0.6023886885820928,-1.974417068787343,-0.8719504211522578,Walking
364,-1.661688068708698,-0.3467530271569857,-1.9633579012386078,Walking
366,-0.89175828404641,-0.901638412906837,-1.330441184582132,Walking
368,0.06419480981789928,1.6631655113621453,-0.11444395691868252,Walking
370,1.3146847722966994,-0.7618895420708469,-0.6177870701636577,Walking
372,-1.0829489536564525,2.772936222507106,4.525283168070271,Walking
374,-0.2975171674403097,0.02317054322466755,-0.2240830444081903,Walking
376,0.7049418058895224,0.3355506952275598,-0.33870573526565884,Walking
378,-2.7829952274215555,1.3179036431078772,-0.16926350615183725,Walking
380,-1.9252211087311737,-1.1441440087822496,0.47362025624746773,Walking
382,0.6325993216625052,1.6302833424502026,-0.5878855011809677,Walking
384,-0.03398416535602831,0.553394498443474,-0.16926350615183725,Walking
386,-2.0130654427592676,1.1329417070301948,-1.8238171386573263,Walking
388,-1.1862951754238178,-2.2292533497509073,-1.1061794172119574,Walking
390,-2.3592755588349412,1.248028996448284,-0.3636237081982558,Walking
392,0.05386018384734329,0.34788147084782445,-0.6177870701636577,Walking
394,0.06419480981789928,2.0002072146055676,0.06994906766328575,Walking
396,0.5447549876344114,-1.6661473463296421,-0.926769959408611,Walking
398,-0.4422019613786488,-0.6344713261456371,2.506927042202666,Walking
400,-0.9796026180745038,-1.0043950775915174,-0.8270980749960908,Walking
402,1.4490350351099692,1.4576524837664964,-0.2938533817916239,Walking
404,0.9064669914493567,-0.022042401307539917,-0.926769959408611,Walking
406,-2.3334388895785163,1.7905837272873553,3.558465863656289,Walking
408,0.9064669914493567,-0.05903442639462314,-2.157717909361529,Walking
410,-0.4422019613786488,-0.2892093070045131,-0.5629675282483708,Walking
412,-0.4422019613786488,1.4576524837664964,-0.11444395691868252,Walking
414,-0.13733043264922687,-1.801786059216781,-1.036409072510656,Walking
416,-1.573843734680604,-2.414215165119105,0.3938827560353196,Walking
418,-0.7935793202539407,-0.8564255890841136,-0.7573277302947894,Walking
420,1.2578444793145103,1.2850213233090786,-0.2240830444081903,Walking
422,-1.4911666965656007,0.6232692959899229,-0.4234268571404375,Walking
424,-1.9252211087311737,-0.07958581968630139,1.0218157485790151,Walking
426,0.36906635751641853,-0.07958581968630139,-1.0214583026550468,Walking
428,-0.22517477047114012,0.5328431051517958,-0.25398462070874805,Walking
430,-2.4316178533709856,1.9426634944530947,-1.7789647559118205,Walking
432,-0.9537660246944679,-2.381333056561904,-0.9516879213644063,Walking
434,-2.503960223783419,2.530430868050663,-0.5031643793061892,Walking
436,0.0951987256677617,-0.18645264231983297,-1.0214583026550468,Walking
438,-0.2975171674403097,1.9097813255411513,0.06994906766328575,Walking
440,0.7514475449837255,-1.3866494537708065,-0.8270980749960908,Walking
442,-2.1990887405798305,1.0877286116111313,2.422206037413772,Walking
444,0.22438157875335718,-0.7618895420708469,-1.9633579012386078,Walking
446,-0.9796026180745038,0.2656761994548226,0.09985064396384348,Walking
448,-1.4291588800411537,1.227477603156606,-2.3271602116540286,Walking
450,-1.0261084330450958,-2.3566715053213745,-1.165982533223734,Walking
452,-2.5349641889529346,2.1276254305307774,-1.081261418666823,Walking
454,-0.20967282961839645,-0.30976039852248016,-1.0214583026550468,Walking
456,0.2553854301082889,1.5275269795392337,-0.2390338362174031,Walking
458,1.361190776958264,-0.6015893081205496,-0.6177870701636577,Walking
460,-1.139789322515031,2.715393105902056,4.246201642907709,Walking
462,-0.8504197649889083,0.08071456515085185,-0.4483448322683948,Walking
464,-0.26651328194100293,0.22046355669632628,-0.3636237081982558,Walking
466,-3.263555378681332,2.1152946549105125,-0.3785745000074686,Walking
468,-1.4756647329499404,-2.0936146670411393,-0.5480167364391579,Walking
470,-0.5713847992889666,-1.0413873742749402,-1.2208021446587651,Walking
472,-0.89175828404641,0.11770659023793453,-0.04467362319418283,Walking
474,-0.09599192497318355,1.0055236419918407,-0.2938533817916239,Walking
476,0.12620257702269344,-1.9990786200278725,-0.9516879213644063,Walking
478,-0.7625754309608145,-0.17412186669956783,1.2460774427705117,Walking
480,-0.6747310969327207,-0.7166765975386392,-0.7573277302947894,Walking
482,0.9374708428042883,1.2603597720685493,-0.40847606899015854,Walking
484,-2.550466228444984,1.387777987993759,-0.09949316145053583,Walking
486,-1.0984508034575293,-1.8593296888371402,-0.12441114535993456,Walking
488,0.617097433923234,-0.9139692187044728,-2.745782133504481,Walking
490,-0.514544354553999,0.15058875914987738,-0.20913227455258096,Walking
492,-0.19417088117801387,1.5275269795392337,0.10981783606402945,Walking
494,0.8237899912725478,-1.501736773366267,-0.7573277302947894,Walking
496,-1.573843734680604,0.6808127143686838,2.621549733060134,Walking
498,-0.7212369119033128,-1.1688054393132945,-0.74237696043918,Walking
500,0.13653720678706882,0.8205617059141583,-0.2938533817916239,Walking
502,-3.0155243781509053,1.7577015583754123,-0.2240830444081903,Walking
504,-1.9097191071773187,-1.4688548156959218,0.04004752795206707,Walking
506,0.8082880276568875,-1.7319115634440438,-2.2274884004201865,Walking
508,0.15203917040272927,-0.009711625687275308,-0.7025081920384364,Walking
510,-0.3543576235567356,0.9356488444453924,-1.6693256793991142,Walking
512,-0.7935793202539407,-2.0442915343827095,-1.0962121885224325,Walking
514,-2.6796489297778012,0.4177559666205622,-1.9783086710942168,Walking
516,-0.06498803947387677,-0.5440454370812213,-1.27562160973644,Walking
518,0.16754109608019513,1.5974014753119707,0.08489983751889509,Walking
520,1.1286615124143309,-0.9920642416165103,-0.7174589618940457,Walking
522,-1.1707932876845464,2.855141795673819,5.173150654582356,Walking
524,0.11070065134522757,-1.0989310340726706,-2.0630298222404666,Walking
526,-0.5610501695245911,-0.009711625687275308,-0.4483448322683948,Walking
528,-0.8039139120801218,1.0877286116111313,-1.808866295623039,Walking
530,-0.8194159136339766,-2.3361201723844385,-1.1061794172119574,Walking
532,-1.9252211087311737,1.375447212373494,-1.415162299139043,Walking
534,-0.5713847992889666,-0.30976039852248016,-0.6726066157378785,Walking
536,0.45691069154451236,1.539857755159498,0.2643092953222416,Walking
538,1.2010039207649588,-0.7290073731589037,-0.6476886391463476,Walking
540,-0.8659216906663741,2.5674231949114565,4.819315463088443,Walking
542,-0.6747310969327207,0.22046355669632628,-0.09949316145053583,Walking
544,0.5447549876344114,0.6027179026982441,-0.4483448322683948,Walking
546,-3.0723647090712896,1.5604091484511764,-0.5878855011809677,Walking
548,-1.3568165096287201,-1.9990786200278725,-0.4782464041782318,Walking
550,-1.2689721756006265,-0.42895817784050316,-0.4483448322683948,Walking
552,-0.6747310969327207,-0.6015893081205496,-0.6177870701636577,Walking
554,-0.36985956440947926,1.4453217081462317,-0.25398462070874805,Walking
556,-0.17866894411908965,-2.0936146670411393,-1.2058513016244776,Walking
558,-1.7495324027367916,-1.489405907213889,0.04004752795206707,Walking
560,-0.9796026180745038,-0.901638412906837,-0.6476886391463476,Walking
562,-0.7625754309608145,-1.1441440087822496,1.8939448561039183,Walking
564,-0.41119807967316147,-0.20700403561151123,0.15467018222019652,Walking
566,0.5757589528039269,0.2903377506953524,-1.0214583026550468,Walking
568,0.36906635751641853,-0.009711625687275308,-1.0214583026550468,Walking
570,0.5189184701307649,0.08071456515085185,-1.036409072510656,Walking
572,1.4335330714943084,1.4329909325259667,-0.40847606899015854,Walking
574,-0.08048998032662044,-1.234569686605067,-1.0114910739655216,Walking
576,-0.13733043264922687,1.4453217081462317,2.5218778120582748,Walking
578,2.52383634091404,1.6302833424502026,-0.12441114535993456,Walking
580,0.0951987256677617,0.22046355669632628,-0.1842142760074466,Walking
582,-2.4316178533709856,2.1605075994427203,-1.1510317633681246,Walking
584,-0.6178906370224754,-2.5786256777277377,-0.9516879213644063,Walking
586,-1.2689721756006265,2.8099288511416116,-0.4483448322683948,Walking
588,0.96847469415922,0.10537611639138106,-0.8121472795279441,Walking
590,0.5757589528039269,1.7001581399966514,0.1945389506209402,Walking
592,0.5447549876344114,-1.686698618911836,-0.9965403041099123,Walking
594,0.6636032109556317,1.1082800049028096,2.1431246220192275,Walking
596,-0.8349178393114424,-0.4741710318405975,-0.6726066157378785,Walking
598,2.115618522128503,0.7876798387759266,-0.6177870701636577,Walking
600,-0.6747310969327207,1.8481274474398277,-0.19916508245239503,Walking
602,-0.4008634537026056,-0.30153978085106653,0.9221438275771562,Walking
604,0.5757589528039269,-1.3044441823778046,-2.29725867194281,Walking
606,-0.008147571975992482,0.17525031039040714,-0.11444395691868252,Walking
608,0.880630398069321,0.8575540327749527,-1.1061794172119574,Walking
610,-0.5455482438471252,-1.974417068787343,-0.9118191895530016,Walking
612,-1.6048476239737304,-0.14946031545903862,-0.029722816749234358,Walking
614,0.11070065134522757,-0.6714636530064312,-1.5547029153629675,Walking
616,0.673937840720007,1.9549942700733594,-0.19916508245239503,Walking
618,-1.6358515132668565,2.045419857364063,-0.04467362319418283,Walking
620,-0.48870778393687986,-1.6990294548868428,-0.6476886391463476,Walking
622,-0.38536150526222296,-0.40429656624523147,-2.172668679217138,Walking
624,-0.06498803947387677,-0.137129539838774,-0.27890259730027894,Walking
626,-0.049486091033494176,1.0630670603706023,-1.3204739924819462,Walking
628,-0.8659216906663741,-2.278576482409337,-0.7872293175721488,Walking
630,-0.9537660246944679,-1.7442423088869374,-0.6327378546550027,Walking
632,-1.0364430628094714,-1.0496078410594982,-0.9666387643986937,Walking
634,0.6894398043356675,1.7001581399966514,-0.33870573526565884,Walking
636,1.113159586736865,-1.1194823368322355,-0.9118191895530016,Walking
638,1.7229026290204312,2.912685515826291,4.709676240218381,Walking
640,0.880630398069321,0.8205617059141583,-0.12441114535993456,Walking
642,-0.5455482438471252,-0.06725504406603677,-0.4333940455816895,Walking
644,0.2967239491657906,0.5903871270779795,-1.3752935673276383,Walking
646,-0.5868867629046269,-2.4635383279549066,-1.1360809569231762,Walking
648,-1.5015013263299763,2.03308938351751,-0.34867292736584476,Walking
650,0.4879146187758331,-0.30153978085106653,-1.6543748363648267,Walking
652,1.1700000314718326,1.9755456633650377,0.2942109082121385,Walking
654,0.472412617221978,-1.7319115634440438,-0.9118191895530016,Walking
656,-0.6178906370224754,-1.7113601701523655,0.5483741787041927,Walking
658,-1.0519450264251318,-0.844094813463849,-0.2390338362174031,Walking
660,1.8520854821060269,1.0178544176121054,-0.4333940455816895,Walking
662,1.0408171783862372,-0.12479876421850886,-1.17594972532392,Walking
664,0.735945657244454,2.7852669981273706,5.213019496161778,Walking
666,1.3870270668327438,1.4329909325259667,0.10981783606402945,Walking
668,1.185501919211104,0.20813247930235,-0.533065951947813,Walking
670,-2.4781235924651885,2.3125870648347484,-0.533065951947813,Walking
672,-1.0364430628094714,-2.1963712411937064,-1.0663106488112137,Walking
674,-2.0544038480021856,1.4782035752844633,-0.39352528449881363,Walking
676,0.7204436936287937,-0.6139199328539588,-1.469981873984735,Walking
678,1.7797431496317881,1.687827213489531,-0.19916508245239503,Walking
680,1.1700000314718326,-1.801786059216781,-1.0214583026550468,Walking
682,-0.10632655094373955,0.9233183705988389,3.025221250948368,Walking
684,-0.8659216906663741,-1.0290565382999333,0.02509668491777954,Walking
686,1.2733464049919758,1.042515968852635,-0.8121472795279441,Walking
688,-0.705734986225847,1.3302345696149975,-0.6576558275875997,Walking
690,-0.7935793202539407,0.02317054322466755,1.275979128839087,Walking
692,-1.258637545836251,-0.03437287515409339,-1.0114910739655216,Walking
694,-0.17866894411908965,0.19580170368208538,-0.20913227455258096,Walking
696,0.6481013232163603,1.3548958190818157,-0.5729347166896228,Walking
698,-0.36985956440947926,-1.8963220458753056,-0.7573277302947894,Walking
700,-2.2455945176122283,-0.6468021017659017,-0.26893540885902695,Walking
702,-0.8504197649889083,-1.2263491594657672,-1.2457200700252211,Walking
704,0.9064669914493567,1.6302833424502026,-0.05464081529436872,Walking
706,1.2578444793145103,-1.3866494537708065,-0.9118191895530016,Walking
708,1.2010039207649588,2.637297690684193,4.470463556635241,Walking
710,0.23988350443082304,0.845223257154688,-0.4782464041782318,Walking
712,2.1311204857441632,0.7178050412294782,-0.4483448322683948,Walking
714,-2.230092591934762,1.918001943212565,-0.6576558275875997,Walking
716,-1.4291588800411537,0.17525031039040714,0.9121766720663091,Walking
718,0.7204436936287937,-2.381333056561904,-2.4268321326558877,Walking
720,0.36906635751641853,0.11770659023793453,-0.3785745000074686,Walking
722,-1.7960382556455783,2.6003053638233995,-1.9185054453144232,Walking
724,-0.008147571975992482,-1.9867478142302366,-1.0513598423662653,Walking
726,-1.765034366352452,-1.6044933475188339,-0.11444395691868252,Walking
728,-1.661688068708698,-1.2962236552385042,-0.6576558275875997,Walking
730,2.291307228122885,1.7248196912371807,-0.3237549507743139,Walking
732,1.4490350351099692,-1.3866494537708065,-1.0114910739655216,Walking
734,1.185501919211104,2.8798033469143482,4.724626827127294,Walking
736,1.0408171783862372,1.469983108499905,0.09985064396384348,Walking
738,1.0098132890931109,0.010839767604402938,-0.5181151674564681,Walking
740,-2.390279258437095,2.5098797765326952,-0.4483448322683948,Walking
742,-1.4291588800411537,-1.9990786200278725,-0.9815895342543031,Walking
744,0.11070065134522757,-1.1112618398703065,-2.720864317906042,Walking
746,0.11070065134522757,-0.5769276663479069,-0.9118191895530016,Walking
748,0.05386018384734329,1.3179036431078772,-1.514834183551563,Walking
750,-0.89175828404641,-2.2539149311688074,-1.3453919910270804,Walking
752,-0.17866894411908965,1.0877286116111313,2.9853524093689465,Walking
754,-1.7081939216174844,-1.1441440087822496,-0.27890259730027894,Walking
756,1.4335330714943084,0.8205617059141583,-0.4483448322683948,Walking
758,-1.6358515132668565,1.469983108499905,-0.7872293175721488,Walking
760,-1.5015013263299763,-0.8769768013115651,0.3789320227690493,Walking
762,1.2010039207649588,-1.9292041544325065,-3.254108930613963,Walking
764,-0.06498803947387677,0.17525031039040714,-0.2938533817916239,Walking
766,-0.7935793202539407,1.7453707827551477,-1.754046793956025,Walking
768,-1.3723185111825753,-2.471758855094206,-1.2457200700252211,Walking
770,-0.514544354553999,-1.0619387072118762,0.3091616048890696,Walking
772,-0.89175828404641,-0.49472233460016235,-0.34867292736584476,Walking
774,0.7204436936287937,0.6150486783185093,-0.4333940455816895,Walking
776,-2.405781222052755,2.555092419291192,-0.26893540885902695,Walking
778,-1.1707932876845464,-2.221032822611607,-0.9666387643986937,Walking
780,0.8961323616849812,-1.5263984151389098,-2.735814977993634,Walking
782,-0.45770390223139257,-0.37963519606892854,-0.7174589618940457,Walking
784,-0.06498803947387677,1.4124395392342883,-1.7390959875110765,Walking
786,-1.0364430628094714,-2.3566715053213745,-1.5447357964414599,Walking
788,-2.4316178533709856,1.075397835990867,-0.26893540885902695,Walking
790,-0.3543576235567356,-1.2263491594657672,-0.9965403041099123,Walking
792,1.5782177364427865,1.8481274474398277,0.2792600651778509,Walking
794,1.0408171783862372,-1.6414857347343705,-1.036409072510656,Walking
796,-0.6333925892566774,-0.17412186669956783,2.0185347390615727,Walking
798,-1.3309799921250736,-0.48650183763823335,-0.26893540885902695,Walking
800,1.8830892575845695,0.9356488444453924,-0.4333940455816895,Walking
802,-0.8039139120801218,0.8205617059141583,-0.8569996512966486,Walking
804,-1.6203495496511962,-2.681382257915779,-1.1360809569231762,Walking
806,-1.9562251118388836,0.5780560496840038,-0.9666387643986937,Walking
808,0.4879146187758331,-0.001491008015861673,-0.7025081920384364,Walking
